DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATAU	secs	nsecs	index	diag		date	time	ppm	ppm	ppb	kPa	°C	kPa	°C		µsecs	°C	counts	°C	V	CHK
DATA	1693897009	264132976	22267	256	""	2023-09-05	08:56:49	21453.291	5945.5977	3511.3198	85.9045	55.001	85.5193	39.9229	0	11.0744	54.4998	14937	0.196193	16.2577	 69
DATA	1693897009	264132976	22267	256	""	2023-09-05	08:56:49	21453.291	5945.5977	3511.3198	85.9053	55.001	85.5189	39.9229	0	11.0744	54.4998	14937	0.196193	16.2565	 70
DATA	1693897009	264132976	22267	256	""	2023-09-05	08:56:49	21453.291	5945.5977	3511.3198	85.9053	55.001	85.5193	39.9229	0	11.0744	54.4998	14937	0.196193	16.2577	 68
DATA	1693897009	264132976	22267	256	""	2023-09-05	08:56:49	21453.291	5945.5977	3511.3198	85.9066	55.001	85.5205	39.9229	0	11.0744	54.4998	14937	0.196193	16.2573	 62
DATA	1693897009	264132976	22267	256	""	2023-09-05	08:56:49	21453.291	5945.5977	3511.3198	85.9066	55.001	85.5205	39.9229	0	11.0744	54.4998	14937	0.196193	16.2569	 67
DATA	1693897009	264132976	22267	256	""	2023-09-05	08:56:49	21453.291	5945.5977	3511.3198	85.907	55.001	85.5218	39.9229	0	11.0744	54.4998	14937	0.196193	16.2573	 13
DATA	1693897009	264132976	22267	256	""	2023-09-05	08:56:49	21453.291	5945.5977	3511.3198	85.9086	55.001	85.5218	39.9229	0	11.0744	54.4998	14937	0.196193	16.2573	 68
DATA	1693897009	264132976	22267	256	""	2023-09-05	08:56:49	21453.291	5945.5977	3511.3198	85.909	55.001	85.5218	39.9229	0	11.0744	54.4998	14937	0.196193	16.2573	 15
DATA	1693897016	763802051	22267	256	""	2023-09-05	08:56:56	21453.291	5945.5977	3511.3198	85.9094	55.001	85.5234	39.9229	0	11.0744	54.4998	14937	0.196193	16.2569	 58
DATA	1693897016	763802051	22267	256	""	2023-09-05	08:56:56	21453.291	5945.5977	3511.3198	85.9094	55.001	85.5234	39.9229	0	11.0744	54.4998	14937	0.196193	16.2557	 55
DATA	1693897016	763802051	22267	256	""	2023-09-05	08:56:56	21453.291	5945.5977	3511.3198	85.9094	55.001	85.5242	39.9229	0	11.0744	54.4998	14937	0.196193	16.2573	 52
DATA	1693897016	763802051	22267	256	""	2023-09-05	08:56:56	21453.291	5945.5977	3511.3198	85.9111	55.001	85.5242	39.9229	0	11.0744	54.4998	14937	0.196193	16.2569	 47
DATA	1693897016	763802051	22267	256	""	2023-09-05	08:56:56	21453.291	5945.5977	3511.3198	85.9115	55.001	85.5246	39.9229	0	11.0744	54.4998	14937	0.196193	16.2569	 55
DATA	1693897016	763802051	22267	256	""	2023-09-05	08:56:56	21453.291	5945.5977	3511.3198	85.9123	55.001	85.5263	39.9229	0	11.0744	54.4998	14937	0.196193	16.2569	 53
DATA	1693897016	763802051	22267	256	""	2023-09-05	08:56:56	21453.291	5945.5977	3511.3198	85.9127	55.001	85.5259	39.9229	0	11.0744	54.4998	14937	0.196193	16.2569	 62
DATA	1693897016	763802051	22267	256	""	2023-09-05	08:56:56	21453.291	5945.5977	3511.3198	85.9135	55.001	85.5271	39.9229	0	11.0744	54.4998	14937	0.196193	16.2569	 55
DATA	1693897024	263456106	22267	256	""	2023-09-05	08:57:04	21453.291	5945.5977	3511.3198	85.9135	55.001	85.5283	39.9229	0	11.0744	54.4998	14937	0.196193	16.2569	 52
DATA	1693897024	263456106	22267	256	""	2023-09-05	08:57:04	21453.291	5945.5977	3511.3198	85.9139	55.001	85.5283	39.9229	0	11.0744	54.4998	14937	0.196193	16.2557	 53
DATA	1693897024	263456106	22267	256	""	2023-09-05	08:57:04	21453.291	5945.5977	3511.3198	85.9148	55.001	85.5291	39.9229	0	11.0744	54.4998	14937	0.196193	16.2565	 51
DATA	1693897024	263456106	22267	256	""	2023-09-05	08:57:04	21453.291	5945.5977	3511.3198	85.9148	55.001	85.5295	39.9229	0	11.0744	54.4998	14937	0.196193	16.2569	 59
DATA	1693897024	263456106	22267	256	""	2023-09-05	08:57:04	21453.291	5945.5977	3511.3198	85.9156	55.001	85.5304	39.9229	0	11.0744	54.4998	14937	0.196193	16.2569	 49
DATA	1693897024	263456106	22267	256	""	2023-09-05	08:57:04	21453.291	5945.5977	3511.3198	85.9164	55.001	85.5304	39.9229	0	11.0744	54.4998	14937	0.196193	16.2569	 48
DATA	1693897024	263456106	22267	256	""	2023-09-05	08:57:04	21453.291	5945.5977	3511.3198	85.9176	55.0012	85.5312	39.9229	0	11.0744	54.4998	14937	0.196193	16.2569	100
DATA	1693897024	263456106	22267	256	""	2023-09-05	08:57:04	21453.291	5945.5977	3511.3198	85.918	55.001	85.5308	39.9229	0	11.0744	54.4998	14937	0.196193	16.2569	  2
DATA	1693897031	763118982	22267	256	""	2023-09-05	08:57:11	21453.291	5945.5977	3511.3198	85.9176	55.0014	85.5316	39.9229	0	11.0744	54.4998	14937	0.196193	16.2569	114
DATA	1693897031	763118982	22267	256	""	2023-09-05	08:57:11	21453.291	5945.5977	3511.3198	85.9185	55.0016	85.5332	39.9229	0	11.0744	54.4998	14937	0.196193	16.2553	107
DATA	1693897031	763118982	22267	256	""	2023-09-05	08:57:11	21453.291	5945.5977	3511.3198	85.9189	55.001	85.5336	39.9229	0	11.0744	54.4998	14937	0.196193	16.2561	 60
DATA	1693897031	763118982	22267	256	""	2023-09-05	08:57:11	21453.291	5945.5977	3511.3198	85.9197	55.001	85.5345	39.9229	0	11.0744	54.4998	14937	0.196193	16.2561	 59
DATA	1693897031	763118982	22267	256	""	2023-09-05	08:57:11	21453.291	5945.5977	3511.3198	85.9197	55.001	85.5349	39.9229	0	11.0744	54.4998	14937	0.196193	16.2565	 67
DATA	1693897031	763118982	22267	256	""	2023-09-05	08:57:11	21453.291	5945.5977	3511.3198	85.9201	55.001	85.5353	39.9229	0	11.0744	54.4998	14937	0.196193	16.2569	 52
DATA	1693897031	763118982	22267	256	""	2023-09-05	08:57:11	21453.291	5945.5977	3511.3198	85.9209	55.001	85.5361	39.9229	0	11.0744	54.4998	14937	0.196193	16.2565	 55
DATA	1693897031	763118982	22267	256	""	2023-09-05	08:57:11	21453.291	5945.5977	3511.3198	85.9221	55.001	85.5369	39.9229	0	11.0744	54.4998	14937	0.196193	16.2557	 58
DATA	1693897039	262773990	22267	256	""	2023-09-05	08:57:19	21453.291	5945.5977	3511.3198	85.9217	55.001	85.5365	39.9229	0	11.0744	54.4998	14937	0.196193	16.2561	 70
DATA	1693897039	262773990	22267	256	""	2023-09-05	08:57:19	21453.291	5945.5977	3511.3198	85.9234	55.001	85.5373	39.9229	0	11.0744	54.4998	14937	0.196193	16.2549	 74
DATA	1693897039	262773990	22267	256	""	2023-09-05	08:57:19	21453.291	5945.5977	3511.3198	85.9234	55.001	85.5386	39.9229	0	11.0744	54.4998	14937	0.196193	16.2553	 73
DATA	1693897039	262773990	22267	256	""	2023-09-05	08:57:19	21453.291	5945.5977	3511.3198	85.9246	55.001	85.5386	39.9229	0	11.0744	54.4998	14937	0.196193	16.2553	 76
DATA	1693897039	262773990	22267	256	""	2023-09-05	08:57:19	21453.291	5945.5977	3511.3198	85.9242	55.001	85.539	39.9229	0	11.0744	54.4998	14937	0.196193	16.2557	 23
DATA	1693897039	262773990	22267	256	""	2023-09-05	08:57:19	21453.291	5945.5977	3511.3198	85.9254	55.001	85.539	39.9229	0	11.0744	54.4998	14937	0.196193	16.2557	 26
DATA	1693897039	262773990	22267	256	""	2023-09-05	08:57:19	21453.291	5945.5977	3511.3198	85.9254	55.001	85.5402	39.9229	0	11.0744	54.4998	14937	0.196193	16.2553	 64
DATA	1693897039	262773990	22267	256	""	2023-09-05	08:57:19	21453.291	5945.5977	3511.3198	85.9258	55.001	85.541	39.9229	0	11.0744	54.4998	14937	0.196193	16.2553	 19
DATA	1693897046	762439012	22267	256	""	2023-09-05	08:57:26	21453.291	5945.5977	3511.3198	85.9267	55.001	85.5414	39.9229	0	11.0744	54.4998	14937	0.196193	16.2553	 56
DATA	1693897046	762439012	22267	256	""	2023-09-05	08:57:26	21453.291	5945.5977	3511.3198	85.9267	55.001	85.5427	39.9229	0	11.0744	54.4996	14937	0.196193	16.2542	 56
DATA	1693897046	762439012	22267	256	""	2023-09-05	08:57:26	21453.291	5945.5977	3511.3198	85.9275	55.001	85.5427	39.9229	0	11.0744	54.4998	14937	0.196193	16.2553	 59
DATA	1693897046	762439012	22267	256	""	2023-09-05	08:57:26	21453.291	5945.5977	3511.3198	85.9283	55.001	85.5418	39.9229	0	11.0744	54.4998	14937	0.196193	16.2553	 58
DATA	1693897046	762439012	22267	256	""	2023-09-05	08:57:26	21453.291	5945.5977	3511.3198	85.9291	55.001	85.5443	39.9229	0	11.0744	54.4996	14937	0.196193	16.2553	 53
DATA	1693897046	762439012	22267	256	""	2023-09-05	08:57:26	21453.291	5945.5977	3511.3198	85.9291	55.001	85.5435	39.9229	0	11.0744	54.4998	14937	0.196193	16.2549	 61
DATA	1693897046	762439012	22267	256	""	2023-09-05	08:57:26	21453.291	5945.5977	3511.3198	85.9308	55.001	85.5455	39.9229	0	11.0744	54.4996	14937	0.196193	16.2553	 55
DATA	1693897046	762439012	22267	256	""	2023-09-05	08:57:26	21453.291	5945.5977	3511.3198	85.9312	55.001	85.5455	39.9229	0	11.0744	54.4996	14937	0.196193	16.2553	 50
DATA	1693897054	262094020	22267	256	""	2023-09-05	08:57:34	21453.291	5945.5977	3511.3198	85.9308	55.001	85.5447	39.9229	0	11.0744	54.4998	14937	0.196193	16.2553	 47
DATA	1693897054	262094020	22267	256	""	2023-09-05	08:57:34	21453.291	5945.5977	3511.3198	85.9312	55.001	85.5459	39.9229	0	11.0744	54.4996	14937	0.196193	16.2545	 44
DATA	1693897054	262094020	22267	256	""	2023-09-05	08:57:34	21453.291	5945.5977	3511.3198	85.932	55.001	85.5463	39.9229	0	11.0744	54.499	14937	0.196193	16.2553	191
DATA	1693897054	262094020	22267	256	""	2023-09-05	08:57:34	21453.291	5945.5977	3511.3198	85.9328	55.001	85.5476	39.9229	0	11.0744	54.4994	14937	0.196193	16.2538	 50
DATA	1693897054	262094020	22267	256	""	2023-09-05	08:57:34	21453.291	5945.5977	3511.3198	85.9332	55.001	85.5488	39.9229	0	11.0744	54.4998	14937	0.196193	16.2538	 52
DATA	1693897054	262094020	22267	256	""	2023-09-05	08:57:34	21453.291	5945.5977	3511.3198	85.9344	55.001	85.5484	39.9229	0	11.0744	54.4998	14937	0.196193	16.2545	 49
DATA	1693897054	262094020	22267	256	""	2023-09-05	08:57:34	21453.291	5945.5977	3511.3198	85.9344	55.001	85.5496	39.9229	0	11.0744	54.4998	14937	0.196193	16.2545	 52
DATA	1693897054	262094020	22267	256	""	2023-09-05	08:57:34	21453.291	5945.5977	3511.3198	85.9348	55.001	85.5492	39.9229	0	11.0744	54.4998	14937	0.196193	16.2545	 52
DATA	1693897061	761760950	22267	256	""	2023-09-05	08:57:41	21453.291	5945.5977	3511.3198	85.9348	55.001	85.5496	39.9229	0	11.0744	54.4998	14937	0.196193	16.2545	 68
DATA	1693897061	761760950	22267	256	""	2023-09-05	08:57:41	21453.291	5945.5977	3511.3198	85.9353	55.001	85.5496	39.9229	0	11.0744	54.4998	14937	0.196193	16.2534	 62
DATA	1693897061	761760950	22267	256	""	2023-09-05	08:57:41	21453.291	5945.5977	3511.3198	85.9365	55.001	85.5508	39.9229	0	11.0744	54.4998	14937	0.196193	16.2538	 63
DATA	1693897061	761760950	22267	256	""	2023-09-05	08:57:41	21453.291	5945.5977	3511.3198	85.9365	55.001	85.5513	39.9229	0	11.0744	54.4998	14937	0.196193	16.2542	 54
DATA	1693897061	761760950	22267	256	""	2023-09-05	08:57:41	21453.291	5945.5977	3511.3198	85.9365	55.001	85.5529	39.9229	0	11.0744	54.4998	14937	0.196193	16.2542	 61
DATA	1693897061	761760950	22267	256	""	2023-09-05	08:57:41	21453.291	5945.5977	3511.3198	85.9381	55.001	85.5529	39.9229	0	11.0744	54.4998	14937	0.196193	16.2542	 59
DATA	1693897061	761760950	22267	256	""	2023-09-05	08:57:41	21453.291	5945.5977	3511.3198	85.9377	55.001	85.5533	39.9229	0	11.0744	54.4998	14937	0.196193	16.2542	 59
DATA	1693897061	761760950	22267	256	""	2023-09-05	08:57:41	21453.291	5945.5977	3511.3198	85.9394	55.001	85.5545	39.9229	0	11.0744	54.4998	14937	0.196193	16.2538	 66
DATA	1693897069	261423110	22267	256	""	2023-09-05	08:57:49	21453.291	5945.5977	3511.3198	85.9389	55.001	85.5529	39.9229	0	11.0744	54.4998	14937	0.196193	16.2538	 67
DATA	1693897069	261423110	22267	256	""	2023-09-05	08:57:49	21453.291	5945.5977	3511.3198	85.9406	55.001	85.5554	39.9229	0	11.0744	54.4998	14937	0.196193	16.2534	 51
DATA	1693897069	261423110	22267	256	""	2023-09-05	08:57:49	21453.291	5945.5977	3511.3198	85.9406	55.001	85.5549	39.9229	0	11.0744	54.4998	14937	0.196193	16.2538	 59
DATA	1693897069	261423110	22267	256	""	2023-09-05	08:57:49	21453.291	5945.5977	3511.3198	85.9406	55.001	85.5562	39.9229	0	11.0744	54.4996	14937	0.196193	16.2538	 52
DATA	1693897069	261423110	22267	256	""	2023-09-05	08:57:49	21453.291	5945.5977	3511.3198	85.9418	55.001	85.5566	39.9229	0	11.0744	54.4996	14937	0.196193	16.2538	 59
DATA	1693897069	261423110	22267	256	""	2023-09-05	08:57:49	21453.291	5945.5977	3511.3198	85.9426	55.001	85.5566	39.9229	0	11.0744	54.4998	14937	0.196193	16.2538	 60
DATA	1693897069	261423110	22267	256	""	2023-09-05	08:57:49	21453.291	5945.5977	3511.3198	85.9422	55.001	85.5562	39.9229	0	11.0744	54.4996	14937	0.196193	16.2534	 46
DATA	1693897069	261423110	22267	256	""	2023-09-05	08:57:49	21453.291	5945.5977	3511.3198	85.9435	55.001	85.5582	39.9229	0	11.0744	54.4994	14937	0.196193	16.2538	 54
DATA	1693897076	761077880	22267	256	""	2023-09-05	08:57:56	21453.291	5945.5977	3511.3198	85.9439	55.001	85.5586	39.9229	0	11.0744	54.499	14937	0.196193	16.2538	 30
DATA	1693897076	761077880	22267	256	""	2023-09-05	08:57:56	21453.291	5945.5977	3511.3198	85.9447	55.001	85.559	39.9229	0	11.0744	54.4992	14937	0.196193	16.2526	 23
DATA	1693897076	761077880	22267	256	""	2023-09-05	08:57:56	21453.291	5945.5977	3511.3198	85.9443	55.001	85.559	39.9229	0	11.0744	54.4994	14937	0.196193	16.2534	 20
DATA	1693897076	761077880	22267	256	""	2023-09-05	08:57:56	21453.291	5945.5977	3511.3198	85.9451	55.0012	85.5603	39.9229	0	11.0744	54.499	14937	0.196193	16.2538	 64
DATA	1693897076	761077880	22267	256	""	2023-09-05	08:57:56	21453.291	5945.5977	3511.3198	85.9463	55.001	85.5611	39.9229	0	11.0744	54.499	14937	0.196193	16.2522	  9
DATA	1693897076	761077880	22267	256	""	2023-09-05	08:57:56	21453.291	5945.5977	3511.3198	85.9467	55.001	85.5619	39.9229	0	11.0744	54.499	14937	0.196193	16.2522	 21
DATA	1693897076	761077880	22267	256	""	2023-09-05	08:57:56	21453.291	5945.5977	3511.3198	85.9476	55.001	85.5615	39.9229	0	11.0744	54.4994	14937	0.196193	16.2522	 69
DATA	1693897076	761077880	22267	256	""	2023-09-05	08:57:56	21453.291	5945.5977	3511.3198	85.9476	55.001	85.5619	39.9229	0	11.0744	54.4998	14937	0.196193	16.2526	 81
DATA	1693897084	260739088	22267	256	""	2023-09-05	08:58:04	21453.291	5945.5977	3511.3198	85.948	55.001	85.5627	39.9229	0	11.0744	54.4998	14937	0.196193	16.253	222
DATA	1693897084	260739088	22267	256	""	2023-09-05	08:58:04	21453.291	5945.5977	3511.3198	85.948	55.001	85.5631	39.9229	0	11.0744	54.4998	14937	0.196193	16.2514	 11
DATA	1693897084	260739088	22267	256	""	2023-09-05	08:58:04	21453.291	5945.5977	3511.3198	85.9496	55.001	85.564	39.9229	0	11.0744	54.4998	14937	0.196193	16.253	224
DATA	1693897084	260739088	22267	256	""	2023-09-05	08:58:04	21453.291	5945.5977	3511.3198	85.95	55.001	85.5644	39.9229	0	11.0744	54.4998	14937	0.196193	16.253	166
DATA	1693897084	260739088	22267	256	""	2023-09-05	08:58:04	21453.291	5945.5977	3511.3198	85.95	55.001	85.5644	39.9229	0	11.0744	54.4998	14937	0.196193	16.2526	219
DATA	1693897084	260739088	22267	256	""	2023-09-05	08:58:04	21453.291	5945.5977	3511.3198	85.95	55.001	85.5652	39.9229	0	11.0744	54.4998	14937	0.196193	16.2526	218
DATA	1693897084	260739088	22267	256	""	2023-09-05	08:58:04	21453.291	5945.5977	3511.3198	85.9508	55.001	85.566	39.9229	0	11.0744	54.4998	14937	0.196193	16.2522	 13
DATA	1693897084	260739088	22267	256	""	2023-09-05	08:58:04	21453.291	5945.5977	3511.3198	85.9521	55.001	85.5664	39.9229	0	11.0744	54.4998	14937	0.196193	16.2522	 60
DATA	1693897091	760399103	22267	256	""	2023-09-05	08:58:11	21453.291	5945.5977	3511.3198	85.9529	55.001	85.5668	39.9229	0	11.0744	54.4998	14937	0.196193	16.2522	 63
DATA	1693897091	760399103	22267	256	""	2023-09-05	08:58:11	21453.291	5945.5977	3511.3198	85.9521	55.001	85.5672	39.9229	0	11.0744	54.4998	14937	0.196193	16.251	255
DATA	1693897091	760399103	22267	256	""	2023-09-05	08:58:11	21453.291	5945.5977	3511.3198	85.9537	55.001	85.5677	39.9229	0	11.0744	54.4998	14937	0.196193	16.2522	 62
DATA	1693897091	760399103	22267	256	""	2023-09-05	08:58:11	21453.291	5945.5977	3511.3198	85.9541	55.001	85.5689	39.9229	0	11.0744	54.4998	14937	0.196193	16.2522	 60
DATA	1693897091	760399103	22267	256	""	2023-09-05	08:58:11	21453.291	5945.5977	3511.3198	85.9545	55.001	85.5693	39.9229	0	11.0744	54.4998	14937	0.196193	16.2522	 59
DATA	1693897091	760399103	22267	256	""	2023-09-05	08:58:11	21453.291	5945.5977	3511.3198	85.9558	55.001	85.5701	39.9229	0	11.0744	54.4998	14937	0.196193	16.2522	 53
DATA	1693897091	760399103	22267	256	""	2023-09-05	08:58:11	21453.291	5945.5977	3511.3198	85.9558	55.001	85.5705	39.9229	0	11.0744	54.4998	14937	0.196193	16.2522	 57
DATA	1693897091	760399103	22267	256	""	2023-09-05	08:58:11	21453.291	5945.5977	3511.3198	85.9566	55.001	85.5713	39.9229	0	11.0744	54.4998	14937	0.196193	16.2522	 55
DATA	1693897099	260056972	22267	256	""	2023-09-05	08:58:19	21453.291	5945.5977	3511.3198	85.9562	55.001	85.5717	39.9229	0	11.0744	54.4998	14937	0.196193	16.2522	 70
DATA	1693897099	260056972	22267	256	""	2023-09-05	08:58:19	21453.291	5945.5977	3511.3198	85.9578	55.001	85.5717	39.9229	0	11.0744	54.4998	14937	0.196193	16.251	 26
DATA	1693897099	260056972	22267	256	""	2023-09-05	08:58:19	21453.291	5945.5977	3511.3198	85.9586	55.001	85.5738	39.9229	0	11.0744	54.4998	14937	0.196193	16.2522	 79
DATA	1693897099	260056972	22267	256	""	2023-09-05	08:58:19	21453.291	5945.5977	3511.3198	85.9586	55.001	85.5734	39.9229	0	11.0744	54.4998	14937	0.196193	16.2522	 75
DATA	1693897099	260056972	22267	256	""	2023-09-05	08:58:19	21453.291	5945.5977	3511.3198	85.959	55.001	85.5742	39.9229	0	11.0744	54.4998	14937	0.196193	16.2518	 26
DATA	1693897099	260056972	22267	256	""	2023-09-05	08:58:19	21453.291	5945.5977	3511.3198	85.9598	55.001	85.575	39.9229	0	11.0744	54.4998	14937	0.196193	16.2522	 28
DATA	1693897099	260056972	22267	256	""	2023-09-05	08:58:19	21453.291	5945.5977	3511.3198	85.9607	55.001	85.5746	39.9229	0	11.0744	54.4998	14937	0.196193	16.2522	 72
DATA	1693897099	260056972	22267	256	""	2023-09-05	08:58:19	21453.291	5945.5977	3511.3198	85.9611	55.001	85.5763	39.9229	0	11.0744	54.4998	14937	0.196193	16.2522	 66
DATA	1693897106	759717941	22267	256	""	2023-09-05	08:58:26	21453.291	5945.5977	3511.3198	85.9611	55.001	85.5791	39.9229	0	11.0744	54.4998	14937	0.196193	16.2522	 67
DATA	1693897106	759717941	22267	256	""	2023-09-05	08:58:26	21453.291	5945.5977	3511.3198	85.9627	55.001	85.5763	39.9229	0	11.0744	54.4998	14937	0.196193	16.2506	 75
DATA	1693897106	759717941	22267	256	""	2023-09-05	08:58:26	21453.291	5945.5977	3511.3198	85.9623	55.001	85.5771	39.9229	0	11.0744	54.4998	14937	0.196193	16.2514	 69
DATA	1693897106	759717941	22267	256	""	2023-09-05	08:58:26	21453.291	5945.5977	3511.3198	85.9631	55.001	85.5779	39.9229	0	11.0744	54.4998	14937	0.196193	16.2514	 76
DATA	1693897106	759717941	22267	256	""	2023-09-05	08:58:26	21453.291	5945.5977	3511.3198	85.9635	55.001	85.5787	39.9229	0	11.0744	54.4998	14937	0.196193	16.2514	 79
DATA	1693897106	759717941	22267	256	""	2023-09-05	08:58:26	21453.291	5945.5977	3511.3198	85.9648	55.001	85.5791	39.9229	0	11.0744	54.4998	14937	0.196193	16.2514	 78
DATA	1693897106	759717941	22267	256	""	2023-09-05	08:58:26	21453.291	5945.5977	3511.3198	85.9656	55.001	85.5795	39.9229	0	11.0744	54.4998	14937	0.196193	16.2514	 81
DATA	1693897106	759717941	22267	256	""	2023-09-05	08:58:26	21453.291	5945.5977	3511.3198	85.966	55.001	85.5799	39.9229	0	11.0744	54.4998	14937	0.196193	16.251	236
DATA	1693897114	259368896	22267	256	""	2023-09-05	08:58:34	21453.291	5945.5977	3511.3198	85.966	55.001	85.5808	39.9229	0	11.0744	54.4998	14937	0.196193	16.2506	 28
DATA	1693897114	259368896	22267	256	""	2023-09-05	08:58:34	21453.291	5945.5977	3511.3198	85.9668	55.001	85.5808	39.9229	0	11.0744	54.4998	14937	0.196193	16.2494	 90
DATA	1693897114	259368896	22267	256	""	2023-09-05	08:58:34	21453.291	5945.5977	3511.3198	85.9668	55.001	85.582	39.9229	0	11.0744	54.4998	14937	0.196193	16.2506	 30
DATA	1693897114	259368896	22267	256	""	2023-09-05	08:58:34	21453.291	5945.5977	3511.3198	85.9685	55.001	85.5828	39.9229	0	11.0744	54.4998	14937	0.196193	16.251	 32
DATA	1693897114	259368896	22267	256	""	2023-09-05	08:58:34	21453.291	5945.5977	3511.3198	85.9689	55.001	85.5824	39.9229	0	11.0744	54.4998	14937	0.196193	16.2506	 85
DATA	1693897114	259368896	22267	256	""	2023-09-05	08:58:34	21453.291	5945.5977	3511.3198	85.9689	55.001	85.5832	39.9229	0	11.0744	54.4998	14937	0.196193	16.2506	 84
DATA	1693897114	259368896	22267	256	""	2023-09-05	08:58:34	21453.291	5945.5977	3511.3198	85.9705	55.001	85.5836	39.9229	0	11.0744	54.4998	14937	0.196193	16.2506	 77
DATA	1693897114	259368896	22267	256	""	2023-09-05	08:58:34	21453.291	5945.5977	3511.3198	85.9709	55.0012	85.5845	39.9229	0	11.0744	54.4998	14937	0.196193	16.2506	131
DATA	1693897121	759032011	22267	256	""	2023-09-05	08:58:41	21453.291	5945.5977	3511.3198	85.9709	55.001	85.5857	39.9229	0	11.0744	54.4998	14937	0.196193	16.2506	 52
DATA	1693897121	759032011	22267	256	""	2023-09-05	08:58:41	21453.291	5945.5977	3511.3198	85.9713	55.001	85.5849	39.9229	0	11.0744	54.4998	14937	0.196193	16.2494	 54
DATA	1693897121	759032011	22267	256	""	2023-09-05	08:58:41	21453.291	5945.5977	3511.3198	85.9717	55.001	85.5853	39.9229	0	11.0744	54.4998	14937	0.196193	16.2506	 47
DATA	1693897121	759032011	22267	256	""	2023-09-05	08:58:41	21453.291	5945.5977	3511.3198	85.9721	55.001	85.5865	39.9229	0	11.0744	54.4998	14937	0.196193	16.2506	 45
DATA	1693897121	759032011	22267	256	""	2023-09-05	08:58:41	21453.291	5945.5977	3511.3198	85.9726	55.001	85.5873	39.9229	0	11.0744	54.4998	14937	0.196193	16.2506	 49
DATA	1693897121	759032011	22267	256	""	2023-09-05	08:58:41	21453.291	5945.5977	3511.3198	85.9734	55.001	85.5877	39.9229	0	11.0744	54.4998	14937	0.196193	16.2502	 48
DATA	1693897121	759032011	22267	256	""	2023-09-05	08:58:41	21453.291	5945.5977	3511.3198	85.9746	55.001	85.5877	39.9229	0	11.0744	54.4998	14937	0.196193	16.2502	 51
DATA	1693897121	759032011	22267	256	""	2023-09-05	08:58:41	21453.291	5945.5977	3511.3198	85.9758	55.001	85.5881	39.9229	0	11.0744	54.4998	14937	0.196193	16.2506	 53
DATA	1693897129	258696079	22267	256	""	2023-09-05	08:58:49	21453.291	5945.5977	3511.3198	85.9767	55.001	85.5898	39.9229	0	11.0744	54.4998	14937	0.196193	16.2506	101
DATA	1693897129	258696079	22267	256	""	2023-09-05	08:58:49	21453.291	5945.5977	3511.3198	85.9754	55.001	85.5906	39.9229	0	11.0744	54.4998	14937	0.196193	16.2487	 95
DATA	1693897129	258696079	22267	256	""	2023-09-05	08:58:49	21453.291	5945.5977	3511.3198	85.9771	55.001	85.5902	39.9229	0	11.0744	54.4998	14937	0.196193	16.2506	 82
DATA	1693897129	258696079	22267	256	""	2023-09-05	08:58:49	21453.291	5945.5977	3511.3198	85.9771	55.001	85.591	39.9229	0	11.0744	54.4998	14937	0.196193	16.2506	 33
DATA	1693897129	258696079	22267	256	""	2023-09-05	08:58:49	21453.291	5945.5977	3511.3198	85.9775	55.001	85.591	39.9229	0	11.0744	54.4998	14937	0.196193	16.2506	 37
DATA	1693897129	258696079	22267	256	""	2023-09-05	08:58:49	21453.291	5945.5977	3511.3198	85.9783	55.0014	85.5922	39.9229	0	11.0744	54.4998	14937	0.196193	16.2502	135
DATA	1693897129	258696079	22267	256	""	2023-09-05	08:58:49	21453.291	5945.5977	3511.3198	85.9791	55.001	85.5922	39.9229	0	11.0744	54.4998	14937	0.196193	16.2498	 96
DATA	1693897129	258696079	22267	256	""	2023-09-05	08:58:49	21453.291	5945.5977	3511.3198	85.9795	55.001	85.5927	39.9229	0	11.0744	54.4998	14937	0.196193	16.2498	105
DATA	1693897136	758354902	22267	256	""	2023-09-05	08:58:56	21453.291	5945.5977	3511.3198	85.9799	55.001	85.5931	39.9229	0	11.0744	54.4998	14937	0.196193	16.2506	 81
DATA	1693897136	758354902	22267	256	""	2023-09-05	08:58:56	21453.291	5945.5977	3511.3198	85.9791	55.001	85.5935	39.9229	0	11.0744	54.4998	14937	0.196193	16.2491	 80
DATA	1693897136	758354902	22267	256	""	2023-09-05	08:58:56	21453.291	5945.5977	3511.3198	85.9812	55.001	85.5947	39.9229	0	11.0744	54.4998	14937	0.196193	16.2494	 80
DATA	1693897136	758354902	22267	256	""	2023-09-05	08:58:56	21453.291	5945.5977	3511.3198	85.9816	55.001	85.5951	39.9229	0	11.0744	54.4998	14937	0.196193	16.2502	 69
DATA	1693897136	758354902	22267	256	""	2023-09-05	08:58:56	21453.291	5945.5977	3511.3198	85.9812	55.001	85.5963	39.9229	0	11.0744	54.4998	14937	0.196193	16.2498	 82
DATA	1693897136	758354902	22267	256	""	2023-09-05	08:58:56	21453.291	5945.5977	3511.3198	85.9828	55.0012	85.5963	39.9229	0	11.0744	54.4992	14937	0.196193	16.2494	129
