DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATAU	secs	nsecs	index	diag		date	time	ppm	ppm	ppb	kPa	°C	kPa	°C		µsecs	°C	counts	°C	V	CHK
DATA	1693893735	163671016	9794	0	""	2023-09-05	08:02:15	15367.825	442.97064	2136.1118	39.6368	55.0041	34.7296	39.9533	0.00264949	11.1279	54.5013	-60.75	0.226168	23.9985	172
DATA	1693893736	163671016	9798	0	""	2023-09-05	08:02:16	15370.202	443.26123	2136.1521	39.6359	55.0041	34.7279	39.9533	0.00264352	11.128	54.5013	-109.75	0.226168	23.9985	133
DATA	1693893737	163671016	9802	0	""	2023-09-05	08:02:17	15370.542	443.03345	2136.198	39.6355	55.0041	34.7238	39.9533	0.00264316	11.1282	54.5011	-92	0.226168	23.9989	188
DATA	1693893738	163671016	9806	0	""	2023-09-05	08:02:18	15370.73	443.02277	2136.0713	39.6363	55.0041	34.7206	39.9533	0.00264179	11.128	54.5011	-74.5	0.226168	23.9993	234
DATA	1693893739	163671016	9810	0	""	2023-09-05	08:02:19	15369.818	443.02225	2136.144	39.6359	55.0041	34.721	39.9529	0.00264375	11.1282	54.5007	-124.5	0.226168	23.9985	 36
DATA	1693893740	163324117	9814	0	""	2023-09-05	08:02:20	15367.649	442.80432	2136.1133	39.6363	55.0041	34.7161	39.9529	0.00264366	11.128	54.5005	-105.5	0.226168	23.9973	 65
DATA	1693893741	163324117	9818	0	""	2023-09-05	08:02:21	15370.677	443.09802	2136.1018	39.6347	55.0041	34.7148	39.9529	0.00265058	11.1276	54.5005	-31	0.226168	23.9973	237
DATA	1693893742	163324117	9822	0	""	2023-09-05	08:02:22	15374.895	442.68542	2136.0325	39.6351	55.0041	34.7099	39.9531	0.00265352	11.1279	54.5005	-70.75	0.226168	23.9969	144
DATA	1693893743	163324117	9826	0	""	2023-09-05	08:02:23	15371	442.78793	2136.103	39.6355	55.0041	34.7091	39.9533	0.00265401	11.128	54.5005	-82	0.226168	23.9969	188
DATA	1693893744	163324117	9830	0	""	2023-09-05	08:02:24	15367.202	442.86136	2135.9993	39.6347	55.0041	34.7054	39.9533	0.00264645	11.1278	54.5007	-114	0.226168	23.9969	 45
DATA	1693893745	163324117	9834	0	""	2023-09-05	08:02:25	15368.319	442.61597	2136.0686	39.6347	55.0041	34.7017	39.9533	0.00265434	11.1278	54.5009	-77.5	0.226168	23.9969	113
DATA	1693893746	163324117	9838	0	""	2023-09-05	08:02:26	15368.309	442.78497	2136.1196	39.6347	55.0041	34.6988	39.9533	0.00266179	11.1276	54.5013	-141.25	0.226168	23.9981	222
DATA	1693893747	162977933	9842	0	""	2023-09-05	08:02:27	15365.342	442.8912	2136.1179	39.6343	55.0041	34.696	39.9529	0.00265894	11.1277	54.5013	-49	0.226168	23.9985	187
DATA	1693893748	162977933	9846	0	""	2023-09-05	08:02:28	15360.966	442.69272	2136.0767	39.6351	55.0041	34.6939	39.9529	0.00264374	11.1276	54.5013	-95	0.226168	23.9985	 45
DATA	1693893749	162977933	9850	0	""	2023-09-05	08:02:29	15359.393	442.82269	2136.1106	39.6347	55.0041	34.6906	39.9529	0.0026443	11.1282	54.5013	-150.25	0.226168	23.9989	167
DATA	1693893750	162977933	9854	0	""	2023-09-05	08:02:30	15360.273	442.61533	2136.1196	39.6347	55.0041	34.6874	39.9529	0.00264593	11.1279	54.5013	-127.25	0.226168	23.9989	216
DATA	1693893751	162977933	9858	0	""	2023-09-05	08:02:31	15366.663	443.11566	2136.1382	39.6355	55.0036	34.6837	39.9519	0.00264602	11.1278	54.5013	-108.5	0.224631	23.9989	163
DATA	1693893752	162977933	9862	0	""	2023-09-05	08:02:32	15371.078	442.73837	2136.1433	39.6347	55.0034	34.6808	39.9506	0.00264524	11.1279	54.5013	-97	0.223862	23.9993	 18
DATA	1693893753	162977933	9866	0	""	2023-09-05	08:02:33	15372.491	442.89471	2136.0056	39.6343	55.0034	34.6763	39.9506	0.00264507	11.1279	54.5013	-95.75	0.223862	23.9993	174
DATA	1693893754	162977933	9870	0	""	2023-09-05	08:02:34	15373.14	442.75235	2136.0144	39.6335	55.0034	34.6751	39.9506	0.00264003	11.1277	54.5013	-25.25	0.223862	23.9997	 85
DATA	1693893755	162641048	9874	0	""	2023-09-05	08:02:35	15373.539	443.22678	2136.0261	39.6343	55.0034	34.6718	39.9508	0.00263408	11.1281	54.5005	-80	0.223862	23.9993	252
DATA	1693893756	162641048	9878	0	""	2023-09-05	08:02:36	15371.307	442.9429	2136.0754	39.6343	55.0034	34.6702	39.9506	0.00264273	11.1277	54.5005	-83.25	0.223862	23.9985	100
DATA	1693893757	162641048	9882	0	""	2023-09-05	08:02:37	15367.265	442.78549	2135.8914	39.6343	55.0034	34.6673	39.9506	0.00264295	11.1281	54.5005	-50.5	0.223862	23.9977	118
DATA	1693893758	162641048	9886	0	""	2023-09-05	08:02:38	15364.127	443.00824	2136.1133	39.6343	55.0034	34.6648	39.9506	0.00264121	11.1277	54.5005	-99	0.223862	23.9973	248
DATA	1693893759	162641048	9890	0	""	2023-09-05	08:02:39	15361.534	442.8187	2136.0291	39.6339	55.0034	34.6632	39.9506	0.00264466	11.1283	54.5005	-116.75	0.223862	23.9969	157
DATA	1693893760	162641048	9894	0	""	2023-09-05	08:02:40	15358.801	442.98389	2136.177	39.6343	55.0034	34.6587	39.9508	0.00264033	11.1281	54.5005	-95.5	0.223862	23.9973	 56
DATA	1693893761	162641048	9898	0	""	2023-09-05	08:02:41	15356.896	443.08878	2136.2881	39.6339	55.0034	34.6554	39.9506	0.00264388	11.128	54.5007	-93	0.223862	23.9969	244
DATA	1693893762	162291049	9902	0	""	2023-09-05	08:02:42	15357.335	442.47031	2136.0615	39.6343	55.0034	34.6525	39.951	0.00265487	11.1282	54.5009	-68.25	0.223862	23.9969	 87
DATA	1693893763	162291049	9906	0	""	2023-09-05	08:02:43	15358.472	442.20361	2135.9756	39.6335	55.0034	34.6488	39.951	0.0026475	11.1279	54.5013	-99.5	0.223862	23.9989	 17
DATA	1693893764	162291049	9910	0	""	2023-09-05	08:02:44	15359.262	442.68036	2136.1257	39.6335	55.0034	34.6472	39.9506	0.00264934	11.1277	54.5013	-101.75	0.223862	23.9989	195
DATA	1693893765	162291049	9914	0	""	2023-09-05	08:02:45	15361.405	442.40009	2136.1453	39.6335	55.0032	34.6443	39.9506	0.00265458	11.128	54.5013	-118.25	0.223862	23.9989	128
DATA	1693893766	162291049	9918	0	""	2023-09-05	08:02:46	15363.341	442.48682	2135.9937	39.6331	55.0026	34.6394	39.9506	0.00265325	11.1279	54.5013	-100.75	0.223862	23.9989	213
DATA	1693893767	162291049	9922	0	""	2023-09-05	08:02:47	15364.057	442.44122	2135.917	39.6339	55.0026	34.6349	39.9506	0.00265357	11.1281	54.5013	-74	0.223862	23.9989	211
DATA	1693893768	162291049	9926	0	""	2023-09-05	08:02:48	15362.924	442.41296	2135.9973	39.6331	55.0026	34.6341	39.9506	0.00265467	11.1276	54.5013	-47.75	0.223862	23.9989	174
DATA	1693893769	162291049	9930	0	""	2023-09-05	08:02:49	15358.6	442.07135	2135.8828	39.6331	55.0026	34.6316	39.9506	0.00265965	11.128	54.5013	-79.25	0.223862	23.9985	 11
DATA	1693893770	161946058	9934	0	""	2023-09-05	08:02:50	15352.195	442.22284	2136.0989	39.6331	55.0026	34.6308	39.9506	0.00265237	11.1278	54.5013	-97	0.223862	23.9993	  5
DATA	1693893771	161946058	9938	0	""	2023-09-05	08:02:51	15343.04	442.60431	2136.2041	39.6327	55.0026	34.6259	39.9506	0.00265262	11.1277	54.5005	-97.5	0.223862	23.9989	 41
DATA	1693893772	161946058	9942	0	""	2023-09-05	08:02:52	15337.451	442.22592	2136.1702	39.6327	55.0026	34.6234	39.9506	0.00265383	11.1283	54.5005	-44	0.223862	23.9981	239
DATA	1693893773	161946058	9946	0	""	2023-09-05	08:02:53	15335.046	442.3555	2136.2605	39.6331	55.0026	34.6226	39.9506	0.00264922	11.1277	54.5005	-66.75	0.223862	23.9977	100
DATA	1693893774	161946058	9950	0	""	2023-09-05	08:02:54	15333.986	442.34308	2136.4148	39.6318	55.0026	34.6198	39.9506	0.00265034	11.1279	54.5005	-115.75	0.223862	23.9973	209
DATA	1693893775	161946058	9954	0	""	2023-09-05	08:02:55	15334.969	442.5253	2136.2102	39.6327	55.0026	34.6177	39.9506	0.00265036	11.1275	54.5005	-93.75	0.22367	23.9973	 55
DATA	1693893776	161946058	9958	0	""	2023-09-05	08:02:56	15335.153	442.48004	2136.1392	39.6322	55.0026	34.6148	39.9487	0.0026554	11.128	54.5007	-103	0.221365	23.9973	198
DATA	1693893777	161612033	9962	0	""	2023-09-05	08:02:57	15333.568	442.08899	2136.3167	39.6322	55.0028	34.6099	39.9471	0.00265649	11.1277	54.5011	-113.25	0.220788	23.9977	219
DATA	1693893778	161612033	9966	0	""	2023-09-05	08:02:58	15331.207	442.43005	2136.1538	39.6318	55.0034	34.6058	39.9471	0.00265594	11.128	54.5013	-126.5	0.220788	23.9993	 87
DATA	1693893779	161612033	9970	0	""	2023-09-05	08:02:59	15330.372	442.0506	2136.2422	39.6318	55.0034	34.6046	39.9475	0.0026584	11.1281	54.5013	-97.25	0.220788	24.0001	  7
DATA	1693893780	161612033	9974	0	""	2023-09-05	08:03:00	15332.213	442.1369	2136.1445	39.631	55.0034	34.6009	39.9475	0.00266046	11.1278	54.5013	-135.25	0.220788	23.9993	 63
DATA	1693893781	161612033	9978	0	""	2023-09-05	08:03:01	15332.903	441.67462	2136.0254	39.6306	55.0034	34.596	39.9475	0.0026611	11.1281	54.5013	-112.25	0.220788	23.9997	 72
DATA	1693893782	161612033	9982	0	""	2023-09-05	08:03:02	15333.475	442.02213	2136.1873	39.631	55.0032	34.5935	39.9475	0.00266427	11.1284	54.5013	-21.75	0.220788	23.9989	 80
DATA	1693893783	161612033	9986	0	""	2023-09-05	08:03:03	15331.074	442.05038	2136.0464	39.6314	55.0032	34.5898	39.9475	0.00266694	11.1278	54.5013	-103.5	0.220788	23.9997	144
DATA	1693893784	161612033	9990	0	""	2023-09-05	08:03:04	15328.216	441.74927	2136.2544	39.631	55.003	34.587	39.9475	0.00266334	11.1283	54.5013	-72.5	0.220788	23.9997	198
DATA	1693893785	161252975	9994	0	""	2023-09-05	08:03:05	15328.924	441.90457	2136.1692	39.6318	55.003	34.5866	39.9475	0.00265922	11.1278	54.5013	-85	0.220788	24.0001	212
DATA	1693893786	161252975	9998	0	""	2023-09-05	08:03:06	15332.983	441.98306	2136.0981	39.6314	55.0032	34.5833	39.9475	0.00265826	11.1278	54.5007	-53.5	0.220788	24.0001	103
DATA	1693893787	161252975	10002	0	""	2023-09-05	08:03:07	15341.417	442.25888	2136.0354	39.6314	55.0034	34.5816	39.9475	0.0026607	11.1278	54.5005	-84.5	0.220788	24.0005	 66
DATA	1693893788	161252975	10006	0	""	2023-09-05	08:03:08	15354.32	442.37299	2135.9246	39.631	55.0026	34.5804	39.9475	0.00266662	11.1279	54.5005	-141	0.220788	23.9989	  2
DATA	1693893789	161252975	10010	0	""	2023-09-05	08:03:09	15373.665	442.22278	2135.9331	39.6306	55.0026	34.5767	39.9475	0.00266881	11.1278	54.5005	-115	0.220788	23.9989	110
DATA	1693893790	161252975	10014	0	""	2023-09-05	08:03:10	15382.433	442.45569	2135.8206	39.6322	55.0026	34.5734	39.9475	0.0026694	11.1278	54.5005	-46.25	0.220788	23.9989	143
DATA	1693893791	161252975	10018	0	""	2023-09-05	08:03:11	15385.235	441.88303	2135.8694	39.6314	55.0026	34.571	39.9475	0.00266826	11.128	54.5005	-45	0.220788	23.9985	200
DATA	1693893792	160908937	10022	0	""	2023-09-05	08:03:12	15385.524	442.25534	2135.8069	39.6318	55.003	34.5685	39.9475	0.00267061	11.128	54.5005	-46	0.220788	23.9985	200
DATA	1693893793	160908937	10026	0	""	2023-09-05	08:03:13	15385.143	442.42422	2135.9038	39.6314	55.003	34.5669	39.9475	0.00266545	11.1276	54.5005	-96.75	0.220788	23.9985	155
DATA	1693893794	160908937	10030	0	""	2023-09-05	08:03:14	15383.448	442.63617	2136.0615	39.6314	55.003	34.5644	39.9475	0.00266136	11.1275	54.5005	-78.25	0.220788	23.9981	139
DATA	1693893795	160908937	10034	0	""	2023-09-05	08:03:15	15377.73	442.09787	2135.9629	39.6322	55.0034	34.5624	39.9475	0.00266054	11.1278	54.5007	-97.25	0.220788	23.9985	173
DATA	1693893796	160908937	10038	0	""	2023-09-05	08:03:16	15372.998	442.21674	2135.9783	39.631	55.0032	34.5591	39.9475	0.00265819	11.1281	54.5013	-69	0.220788	23.9993	 26
DATA	1693893797	160908937	10042	0	""	2023-09-05	08:03:17	15375.521	442.6557	2135.9827	39.6314	55.0028	34.5587	39.9475	0.00265851	11.128	54.5013	-76.75	0.220788	24.0001	 95
DATA	1693893798	160908937	10046	0	""	2023-09-05	08:03:18	15376.155	442.24277	2136.0059	39.6306	55.0026	34.555	39.9475	0.00266855	11.1277	54.5013	-215.75	0.220788	24.0001	184
DATA	1693893799	160908937	10050	0	""	2023-09-05	08:03:19	15372.755	442.24847	2136.0601	39.631	55.0026	34.5505	39.9475	0.00266392	11.1277	54.5013	-44.5	0.220788	23.9997	 99
DATA	1693893800	160562992	10054	0	""	2023-09-05	08:03:20	15370.253	442.62814	2136.0847	39.6306	55.0026	34.548	39.9475	0.00266503	11.1276	54.5013	-143.25	0.220788	24.0005	144
DATA	1693893801	160562992	10058	0	""	2023-09-05	08:03:21	15369.865	442.2468	2136.0544	39.6306	55.0026	34.546	39.9475	0.00266286	11.1276	54.5013	-62.5	0.220788	24.0001	 16
DATA	1693893802	160562992	10062	0	""	2023-09-05	08:03:22	15367.979	441.96695	2136.1375	39.631	55.0026	34.5439	39.9473	0.00266471	11.1279	54.5013	-139.25	0.220788	24.0005	187
DATA	1693893803	160562992	10066	0	""	2023-09-05	08:03:23	15367.839	441.82779	2136.0581	39.6306	55.0026	34.5386	39.9475	0.0026769	11.1283	54.5011	-110	0.220788	24.0005	 29
DATA	1693893804	160562992	10070	0	""	2023-09-05	08:03:24	15366.769	441.97818	2136.1221	39.6302	55.0026	34.5366	39.9475	0.00266685	11.1276	54.5009	-117	0.220788	24.0009	 84
DATA	1693893805	160562992	10074	0	""	2023-09-05	08:03:25	15365.751	442.3627	2135.9187	39.6302	55.0026	34.5329	39.9475	0.00266418	11.128	54.5005	-45.25	0.220788	23.9993	 93
DATA	1693893806	160562992	10078	0	""	2023-09-05	08:03:26	15364.555	442.02637	2136.0354	39.6306	55.0026	34.5325	39.9475	0.00266854	11.1275	54.5007	-62.75	0.220788	23.9997	202
DATA	1693893807	160218954	10082	0	""	2023-09-05	08:03:27	15366.228	442.23895	2135.9675	39.6302	55.0026	34.5292	39.9475	0.00267298	11.1275	54.5005	-86.75	0.220788	24.0005	195
DATA	1693893808	160218954	10086	0	""	2023-09-05	08:03:28	15367.809	441.96677	2136.0708	39.6302	55.0026	34.5263	39.9475	0.00267812	11.1282	54.5005	-59.75	0.220788	23.9993	215
DATA	1693893809	160218954	10090	0	""	2023-09-05	08:03:29	15367.036	442.00726	2136.0554	39.6298	55.0028	34.5247	39.9475	0.00267386	11.1279	54.5005	-40.5	0.220788	23.9989	154
DATA	1693893810	160218954	10094	0	""	2023-09-05	08:03:30	15365.264	442.03918	2135.9258	39.6298	55.0028	34.5222	39.9475	0.00267781	11.1279	54.5005	-94.5	0.220788	23.9989	159
DATA	1693893811	160218954	10098	0	""	2023-09-05	08:03:31	15360.616	441.91922	2135.9673	39.6294	55.003	34.5202	39.9473	0.00267775	11.1282	54.5005	-74.5	0.220404	23.9989	 80
DATA	1693893812	160218954	10102	0	""	2023-09-05	08:03:32	15357.608	442.28659	2135.905	39.6294	55.0028	34.5169	39.9467	0.00267542	11.1283	54.5005	-45	0.22002	23.9989	188
DATA	1693893813	160218954	10106	0	""	2023-09-05	08:03:33	15356.493	441.67572	2135.9778	39.6298	55.0034	34.5148	39.9467	0.00267841	11.1279	54.5005	-109.5	0.22002	23.9989	153
DATA	1693893814	160218954	10110	0	""	2023-09-05	08:03:34	15357.208	441.74292	2135.9319	39.6298	55.0034	34.5136	39.9467	0.00267351	11.1278	54.5007	-121.5	0.22002	23.9993	116
DATA	1693893815	159874916	10114	0	""	2023-09-05	08:03:35	15362.595	442.35959	2135.9297	39.6294	55.0034	34.5099	39.9467	0.00268207	11.1279	54.5013	-141	0.22002	24.0001	 32
DATA	1693893816	159874916	10118	0	""	2023-09-05	08:03:36	15371.72	441.80258	2135.8936	39.6294	55.003	34.5066	39.9467	0.00267723	11.1282	54.5013	-95.5	0.22002	24.0001	223
DATA	1693893817	159874916	10122	0	""	2023-09-05	08:03:37	15374.113	442.14026	2136.0354	39.6302	55.0032	34.503	39.9467	0.00267438	11.1282	54.5013	-74	0.22002	24.0005	133
DATA	1693893818	159874916	10126	0	""	2023-09-05	08:03:38	15371.255	442.26532	2135.8774	39.6294	55.0028	34.4997	39.9467	0.00268357	11.1281	54.5013	-39	0.22002	24.0005	246
DATA	1693893819	159874916	10130	0	""	2023-09-05	08:03:39	15368.348	442.09262	2135.8462	39.6298	55.0028	34.498	39.9467	0.00267766	11.1281	54.5011	-47.75	0.22002	24.0005	 93
DATA	1693893820	159874916	10134	0	""	2023-09-05	08:03:40	15372.505	442.05118	2135.9299	39.6298	55.0026	34.4964	39.9466	0.00267594	11.1279	54.5013	-85.75	0.219443	24.0005	198
DATA	1693893821	159874916	10138	0	""	2023-09-05	08:03:41	15375.926	442.00848	2135.8855	39.6298	55.0026	34.4948	39.9446	0.00267691	11.128	54.5005	-143.25	0.217714	24.0009	200
DATA	1693893822	159529924	10142	0	""	2023-09-05	08:03:42	15371.099	441.92023	2135.7312	39.6298	55.0026	34.4915	39.9444	0.00268003	11.128	54.5005	-130.75	0.217714	23.9993	173
DATA	1693893823	159529924	10146	0	""	2023-09-05	08:03:43	15373.803	441.65796	2135.7346	39.6294	55.0026	34.4866	39.9444	0.0026828	11.1286	54.5005	-107.75	0.217714	23.9997	220
DATA	1693893824	159529924	10150	0	""	2023-09-05	08:03:44	15377.326	441.80032	2135.7356	39.6302	55.0026	34.4845	39.9444	0.00268038	11.1283	54.5005	-80.5	0.217714	23.9989	133
DATA	1693893825	159529924	10154	0	""	2023-09-05	08:03:45	15381.371	441.86493	2135.8345	39.6302	55.0026	34.4833	39.9444	0.00267482	11.1281	54.5005	-20.5	0.217714	23.9989	141
DATA	1693893826	159529924	10158	0	""	2023-09-05	08:03:46	15382.904	441.47964	2135.8884	39.6302	55.0026	34.4821	39.9444	0.00268724	11.1281	54.5005	-94.5	0.217714	23.9989	166
DATA	1693893827	159529924	10162	0	""	2023-09-05	08:03:47	15385.299	441.91089	2135.8181	39.6298	55.0026	34.4792	39.9444	0.00268148	11.1284	54.5009	-93.75	0.217714	23.9985	238
DATA	1693893828	159529924	10166	0	""	2023-09-05	08:03:48	15392.707	442.14261	2136.0154	39.6294	55.0026	34.4759	39.9444	0.0026851	11.1282	54.5013	-43.5	0.217714	23.9997	 97
DATA	1693893829	159529924	10170	0	""	2023-09-05	08:03:49	15393.217	442.41006	2136.0068	39.6286	55.0026	34.4751	39.9444	0.00267926	11.128	54.5013	-93.5	0.217714	24.0001	 66
DATA	1693893830	159184932	10174	0	""	2023-09-05	08:03:50	15390.66	442.29733	2135.8472	39.6298	55.0026	34.4706	39.9444	0.0026862	11.1283	54.5013	-67.75	0.217714	24.0005	 78
DATA	1693893831	159184932	10178	0	""	2023-09-05	08:03:51	15384.171	441.79871	2135.9956	39.6294	55.0026	34.4669	39.9444	0.00268145	11.1279	54.5013	-47.5	0.217714	24.0005	149
DATA	1693893832	159184932	10182	0	""	2023-09-05	08:03:52	15377.445	441.8905	2135.8022	39.629	55.0026	34.4657	39.9444	0.00268046	11.1276	54.5013	-86.75	0.217714	24.0005	 77
DATA	1693893833	159184932	10186	0	""	2023-09-05	08:03:53	15381.165	441.44467	2135.679	39.6294	55.0026	34.4632	39.9444	0.00268401	11.1281	54.5013	-69.75	0.217714	24.0005	127
DATA	1693893834	159184932	10190	0	""	2023-09-05	08:03:54	15388.473	441.68423	2135.8542	39.6294	55.0026	34.4599	39.9444	0.00269307	11.1278	54.5011	-79	0.217714	24.0005	 45
DATA	1693893835	159184932	10194	0	""	2023-09-05	08:03:55	15393.956	441.74033	2135.9463	39.629	55.0026	34.4575	39.9444	0.00269609	11.1281	54.5011	-103.25	0.217714	24.0009	180
DATA	1693893836	159184932	10198	0	""	2023-09-05	08:03:56	15391.353	441.60034	2135.8792	39.629	55.0026	34.4566	39.9444	0.00269006	11.1278	54.5009	-104	0.217714	24.0009	 31
DATA	1693893837	158840894	10202	0	""	2023-09-05	08:03:57	15386.343	441.4599	2135.9363	39.6286	55.0026	34.4546	39.9444	0.00269113	11.1278	54.5005	-59.25	0.217714	23.9997	168
DATA	1693893838	158840894	10206	0	""	2023-09-05	08:03:58	15380.848	441.50128	2135.9133	39.629	55.0026	34.4521	39.9444	0.00269542	11.1284	54.5005	-78.25	0.217714	23.9993	150
DATA	1693893839	158840894	10210	0	""	2023-09-05	08:03:59	15379.748	441.57831	2135.8911	39.629	55.0026	34.4517	39.9444	0.00268095	11.1283	54.5005	-53.75	0.217714	24.0001	141
DATA	1693893840	158840894	10214	0	""	2023-09-05	08:04:00	15381.734	441.86121	2135.8123	39.629	55.0026	34.448	39.9444	0.00269013	11.1283	54.5005	-121.75	0.217714	23.9993	115
DATA	1693893841	158840894	10218	0	""	2023-09-05	08:04:01	15386.948	441.56177	2135.9807	39.629	55.0026	34.4448	39.9444	0.00269862	11.1279	54.5005	-59.75	0.217714	24.0001	154
DATA	1693893842	158840894	10222	0	""	2023-09-05	08:04:02	15387.033	441.50519	2135.8369	39.629	55.0026	34.4431	39.9444	0.00269815	11.1282	54.5005	-68.5	0.217714	23.9989	 95
DATA	1693893843	158840894	10226	0	""	2023-09-05	08:04:03	15383.642	441.51151	2135.9453	39.6298	55.0026	34.4407	39.9444	0.00269304	11.1278	54.5005	-131.25	0.217714	23.9993	232
DATA	1693893844	158840894	10230	0	""	2023-09-05	08:04:04	15386.485	441.99911	2135.9985	39.629	55.0026	34.4374	39.9444	0.00269684	11.1284	54.5011	-4.75	0.217714	23.9989	128
DATA	1693893845	158498048	10234	0	""	2023-09-05	08:04:05	15393.722	441.48785	2135.9719	39.6282	55.0026	34.4349	39.9444	0.0026981	11.1282	54.5013	-54.75	0.217714	24.0009	146
DATA	1693893846	158498048	10238	0	""	2023-09-05	08:04:06	15392.108	441.91061	2135.8306	39.6282	55.0026	34.4337	39.9444	0.00269736	11.1284	54.5013	-96.5	0.217714	24.0005	126
DATA	1693893847	158498048	10242	0	""	2023-09-05	08:04:07	15391.052	441.75119	2135.949	39.6282	55.0028	34.4296	39.9444	0.00269782	11.1276	54.5013	-77.75	0.217714	24.0005	145
DATA	1693893848	158498048	10246	0	""	2023-09-05	08:04:08	15394.398	441.61215	2135.929	39.6282	55.0028	34.4275	39.9444	0.00270014	11.1281	54.5013	-100.75	0.217714	24.0009	169
DATA	1693893849	158498048	10250	0	""	2023-09-05	08:04:09	15395.136	441.32742	2135.9634	39.6282	55.0028	34.4243	39.9444	0.00270976	11.1283	54.5013	-43	0.217522	24.0009	 25
DATA	1693893850	158498048	10254	0	""	2023-09-05	08:04:10	15395.2	441.55423	2135.8608	39.6282	55.0028	34.4226	39.9442	0.00270545	11.1278	54.5013	-63.75	0.216946	24.0005	 66
DATA	1693893851	158498048	10258	0	""	2023-09-05	08:04:11	15393.486	441.75458	2135.8674	39.6282	55.0026	34.4202	39.9444	0.00269354	11.1275	54.5009	-81	0.216946	24.0016	 45
DATA	1693893852	158153057	10262	0	""	2023-09-05	08:04:12	15392.847	441.7218	2135.9092	39.6282	55.0026	34.4193	39.9444	0.00269627	11.1277	54.5009	-67.25	0.216946	23.9997	159
DATA	1693893853	158153057	10266	0	""	2023-09-05	08:04:13	15389.368	441.21332	2135.8555	39.6277	55.0026	34.4173	39.9444	0.00269711	11.1283	54.5005	-113.5	0.216946	24.0005	164
DATA	1693893854	158153057	10270	0	""	2023-09-05	08:04:14	15375.612	441.77197	2135.7646	39.6286	55.003	34.4132	39.9444	0.00269238	11.1281	54.5005	-42.5	0.216946	23.9997	 93
DATA	1693893855	158153057	10274	0	""	2023-09-05	08:04:15	15379.081	441.14609	2135.7898	39.6282	55.0032	34.412	39.9444	0.00269553	11.1279	54.5005	-21	0.216946	24.0005	229
DATA	1693893856	158153057	10278	0	""	2023-09-05	08:04:16	15383.131	441.62595	2135.9424	39.6286	55.0028	34.4112	39.9444	0.00269148	11.1282	54.5007	-82.5	0.216946	24.0005	124
DATA	1693893857	158153057	10282	0	""	2023-09-05	08:04:17	15386.002	441.2843	2135.7776	39.6282	55.0032	34.4083	39.9442	0.0026981	11.1284	54.5013	-63.75	0.216561	24.0005	 61
DATA	1693893858	158153057	10286	0	""	2023-09-05	08:04:18	15385.718	441.25882	2135.7925	39.6282	55.0032	34.405	39.9437	0.00269873	11.1281	54.5013	-105.5	0.216177	24.0009	133
DATA	1693893859	158153057	10290	0	""	2023-09-05	08:04:19	15385.668	440.99081	2135.6917	39.6282	55.0026	34.4025	39.9437	0.00270461	11.1278	54.5013	-73	0.216177	24.0016	 34
DATA	1693893860	157807111	10294	0	""	2023-09-05	08:04:20	15386.607	440.95432	2135.6499	39.6286	55.0026	34.3993	39.9437	0.00270223	11.1282	54.5013	-81	0.216177	24.0012	 16
